query_id,subject_id,pct_id,ali_len,mism,gap_open,q_start,q_end,s_start,s_end,e_value,bitscore,q_len,s_len,s_gi,s_taxids,s_scinames,s_names,q_cov,s_description,cluster,tool,db
GB3LKKR01DOS1W,gi|933823101|emb|CEAI01024862.1|,82.22,270.0,41.0,7.0,4.0,271.0,73614.0,73350.0,1e-55,226.0,272.0,85801.0,933823101.0,749906.0,,,99.0,"gut metagenome genome assembly P8C90-k21-2014-09-20, contig contig-1379000125, whole genome shotgun sequence",1073,blastn,env_nt
contig07331,gi|935719420|emb|CEAZ01012945.1|,87.55,241.0,26.0,4.0,46.0,284.0,20508.0,20270.0,9.999999999999998e-71,276.0,285.0,144341.0,935719420.0,749906.0,,,84.0,"gut metagenome genome assembly P6C7-k21-2014-09-20, contig contig-11000025, whole genome shotgun sequence",1073,blastn,env_nt
contig07331,gi|935719420|emb|CEAZ01012945.1|,87.55,241.0,26.0,4.0,46.0,284.0,107376.0,107138.0,9.999999999999998e-71,276.0,285.0,144341.0,935719420.0,749906.0,,,84.0,"gut metagenome genome assembly P6C7-k21-2014-09-20, contig contig-11000025, whole genome shotgun sequence",1073,blastn,env_nt
contig07331,gi|935454047|emb|CEAX01018485.1|,87.55,241.0,26.0,4.0,46.0,284.0,12216.0,12454.0,9.999999999999998e-71,276.0,285.0,28297.0,935454047.0,749906.0,,,84.0,"gut metagenome genome assembly P6C90-k21-2014-09-20, contig contig-19000043, whole genome shotgun sequence",1073,blastn,env_nt
contig07331,gi|935344953|emb|CEBY01021626.1|,87.55,241.0,26.0,4.0,46.0,284.0,74375.0,74137.0,9.999999999999998e-71,276.0,285.0,86997.0,935344953.0,749906.0,,,84.0,"gut metagenome genome assembly P6C0-k21-2014-09-20, contig contig-1000042, whole genome shotgun sequence",1073,blastn,env_nt
contig07331,gi|935324036|emb|CEBY01034087.1|,87.55,241.0,26.0,4.0,46.0,284.0,12333.0,12571.0,9.999999999999998e-71,276.0,285.0,42116.0,935324036.0,749906.0,,,84.0,"gut metagenome genome assembly P6C0-k21-2014-09-20, contig contig-1000066, whole genome shotgun sequence",1073,blastn,env_nt
contig07331,gi|932473752|emb|CDZI01021837.1|,84.45,283.0,37.0,7.0,4.0,284.0,11374.0,11651.0,2e-69,272.0,285.0,20579.0,932473752.0,749906.0,,,99.0,"gut metagenome genome assembly P19E90-k21-2014-09-20, contig contig-10000037, whole genome shotgun sequence",1073,blastn,env_nt
contig07331,gi|934954591|emb|CEAA01028090.1|,84.1,283.0,38.0,7.0,4.0,284.0,72744.0,72467.0,8.999999999999998e-68,267.0,285.0,85872.0,934954591.0,749906.0,,,99.0,"gut metagenome genome assembly P25C90-k21-2014-09-20, contig contig-5000066, whole genome shotgun sequence",1073,blastn,env_nt
contig07331,gi|933639471|emb|CECJ01006075.1|,83.75,283.0,39.0,7.0,4.0,284.0,49727.0,49450.0,3.9999999999999994e-66,261.0,285.0,58942.0,933639471.0,749906.0,,,99.0,"gut metagenome genome assembly P8C0-k21-2014-09-20, contig contig-92000028, whole genome shotgun sequence",1073,blastn,env_nt
contig07331,gi|931928210|emb|CEAE01014816.1|,83.75,283.0,39.0,7.0,4.0,284.0,12351.0,12628.0,3.9999999999999994e-66,261.0,285.0,82188.0,931928210.0,749906.0,,,99.0,"gut metagenome genome assembly P8C7-k21-2014-09-20, contig contig-1864000056, whole genome shotgun sequence",1073,blastn,env_nt
contig07331,gi|931928209|emb|CEAE01014817.1|,83.75,283.0,39.0,7.0,4.0,284.0,71396.0,71119.0,3.9999999999999994e-66,261.0,285.0,82634.0,931928209.0,749906.0,,,99.0,"gut metagenome genome assembly P8C7-k21-2014-09-20, contig contig-1865000056, whole genome shotgun sequence",1073,blastn,env_nt
contig07331,gi|933823101|emb|CEAI01024862.1|,83.39,283.0,40.0,7.0,4.0,284.0,73614.0,73337.0,1.9999999999999996e-64,255.0,285.0,85801.0,933823101.0,749906.0,,,99.0,"gut metagenome genome assembly P8C90-k21-2014-09-20, contig contig-1379000125, whole genome shotgun sequence",1073,blastn,env_nt
GB3LKKR01CLC55,gi|935719420|emb|CEAZ01012945.1|,87.55,241.0,26.0,4.0,16.0,254.0,20508.0,20270.0,9.999999999999998e-71,276.0,255.0,144341.0,935719420.0,749906.0,,,94.0,"gut metagenome genome assembly P6C7-k21-2014-09-20, contig contig-11000025, whole genome shotgun sequence",1073,blastn,env_nt
GB3LKKR01CLC55,gi|935719420|emb|CEAZ01012945.1|,87.55,241.0,26.0,4.0,16.0,254.0,107376.0,107138.0,9.999999999999998e-71,276.0,255.0,144341.0,935719420.0,749906.0,,,94.0,"gut metagenome genome assembly P6C7-k21-2014-09-20, contig contig-11000025, whole genome shotgun sequence",1073,blastn,env_nt
GB3LKKR01CLC55,gi|935454047|emb|CEAX01018485.1|,87.55,241.0,26.0,4.0,16.0,254.0,12216.0,12454.0,9.999999999999998e-71,276.0,255.0,28297.0,935454047.0,749906.0,,,94.0,"gut metagenome genome assembly P6C90-k21-2014-09-20, contig contig-19000043, whole genome shotgun sequence",1073,blastn,env_nt
GB3LKKR01CLC55,gi|935344953|emb|CEBY01021626.1|,87.55,241.0,26.0,4.0,16.0,254.0,74375.0,74137.0,9.999999999999998e-71,276.0,255.0,86997.0,935344953.0,749906.0,,,94.0,"gut metagenome genome assembly P6C0-k21-2014-09-20, contig contig-1000042, whole genome shotgun sequence",1073,blastn,env_nt
GB3LKKR01CLC55,gi|935324036|emb|CEBY01034087.1|,87.55,241.0,26.0,4.0,16.0,254.0,12333.0,12571.0,9.999999999999998e-71,276.0,255.0,42116.0,935324036.0,749906.0,,,94.0,"gut metagenome genome assembly P6C0-k21-2014-09-20, contig contig-1000066, whole genome shotgun sequence",1073,blastn,env_nt
GB3LKKR01CLC55,gi|932473752|emb|CDZI01021837.1|,87.5,240.0,24.0,3.0,21.0,254.0,11412.0,11651.0,2e-69,272.0,255.0,20579.0,932473752.0,749906.0,,,92.0,"gut metagenome genome assembly P19E90-k21-2014-09-20, contig contig-10000037, whole genome shotgun sequence",1073,blastn,env_nt
GB3LKKR01CLC55,gi|934954591|emb|CEAA01028090.1|,87.08,240.0,25.0,3.0,21.0,254.0,72706.0,72467.0,7.999999999999999e-68,267.0,255.0,85872.0,934954591.0,749906.0,,,92.0,"gut metagenome genome assembly P25C90-k21-2014-09-20, contig contig-5000066, whole genome shotgun sequence",1073,blastn,env_nt
GB3LKKR01CLC55,gi|933639471|emb|CECJ01006075.1|,86.67,240.0,26.0,3.0,21.0,254.0,49689.0,49450.0,3.9999999999999994e-66,261.0,255.0,58942.0,933639471.0,749906.0,,,92.0,"gut metagenome genome assembly P8C0-k21-2014-09-20, contig contig-92000028, whole genome shotgun sequence",1073,blastn,env_nt
GB3LKKR01CLC55,gi|931928210|emb|CEAE01014816.1|,86.67,240.0,26.0,3.0,21.0,254.0,12389.0,12628.0,3.9999999999999994e-66,261.0,255.0,82188.0,931928210.0,749906.0,,,92.0,"gut metagenome genome assembly P8C7-k21-2014-09-20, contig contig-1864000056, whole genome shotgun sequence",1073,blastn,env_nt
GB3LKKR01CLC55,gi|931928209|emb|CEAE01014817.1|,86.67,240.0,26.0,3.0,21.0,254.0,71358.0,71119.0,3.9999999999999994e-66,261.0,255.0,82634.0,931928209.0,749906.0,,,92.0,"gut metagenome genome assembly P8C7-k21-2014-09-20, contig contig-1865000056, whole genome shotgun sequence",1073,blastn,env_nt
GB3LKKR01CLC55,gi|933823101|emb|CEAI01024862.1|,86.25,240.0,27.0,3.0,21.0,254.0,73576.0,73337.0,1.9999999999999996e-64,255.0,255.0,85801.0,933823101.0,749906.0,,,92.0,"gut metagenome genome assembly P8C90-k21-2014-09-20, contig contig-1379000125, whole genome shotgun sequence",1073,blastn,env_nt
GB3LKKR01A150I,gi|936108378|emb|CEAB01076172.1|,98.18,275.0,3.0,2.0,1.0,274.0,13271.0,13544.0,9.999999999999997e-132,479.0,276.0,84280.0,936108378.0,749906.0,,,99.0,"gut metagenome genome assembly P2E0-k21-2014-09-20, contig contig-4562000125, whole genome shotgun sequence",1073,blastn,env_nt
GB3LKKR01A150I,gi|934495153|emb|CEBV01027886.1|,98.18,275.0,3.0,2.0,1.0,274.0,1215.0,1488.0,9.999999999999997e-132,479.0,276.0,3084.0,934495153.0,749906.0,,,99.0,"gut metagenome genome assembly P2E7-k21-2014-09-20, contig contig-11000071, whole genome shotgun sequence",1073,blastn,env_nt
GB3LKKR01A150I,gi|934227872|emb|CEAC01000008.1|,98.18,275.0,3.0,2.0,1.0,274.0,3392.0,3665.0,9.999999999999997e-132,479.0,276.0,6457.0,934227872.0,749906.0,,,99.0,"gut metagenome genome assembly P2E90-k21-2014-09-20, contig contig-7000000, whole genome shotgun sequence",1073,blastn,env_nt
GB3LKKR01A150I,gi|935719420|emb|CEAZ01012945.1|,85.46,282.0,27.0,10.0,4.0,275.0,20547.0,20270.0,2.999999999999999e-72,281.0,276.0,144341.0,935719420.0,749906.0,,,99.0,"gut metagenome genome assembly P6C7-k21-2014-09-20, contig contig-11000025, whole genome shotgun sequence",1073,blastn,env_nt
GB3LKKR01A150I,gi|935719420|emb|CEAZ01012945.1|,85.46,282.0,27.0,10.0,4.0,275.0,107415.0,107138.0,2.999999999999999e-72,281.0,276.0,144341.0,935719420.0,749906.0,,,99.0,"gut metagenome genome assembly P6C7-k21-2014-09-20, contig contig-11000025, whole genome shotgun sequence",1073,blastn,env_nt
GB3LKKR01A150I,gi|935454047|emb|CEAX01018485.1|,85.46,282.0,27.0,10.0,4.0,275.0,12177.0,12454.0,2.999999999999999e-72,281.0,276.0,28297.0,935454047.0,749906.0,,,99.0,"gut metagenome genome assembly P6C90-k21-2014-09-20, contig contig-19000043, whole genome shotgun sequence",1073,blastn,env_nt
GB3LKKR01A150I,gi|935344953|emb|CEBY01021626.1|,85.46,282.0,27.0,10.0,4.0,275.0,74414.0,74137.0,2.999999999999999e-72,281.0,276.0,86997.0,935344953.0,749906.0,,,99.0,"gut metagenome genome assembly P6C0-k21-2014-09-20, contig contig-1000042, whole genome shotgun sequence",1073,blastn,env_nt
GB3LKKR01A150I,gi|935324036|emb|CEBY01034087.1|,85.46,282.0,27.0,10.0,4.0,275.0,12294.0,12571.0,2.999999999999999e-72,281.0,276.0,42116.0,935324036.0,749906.0,,,99.0,"gut metagenome genome assembly P6C0-k21-2014-09-20, contig contig-1000066, whole genome shotgun sequence",1073,blastn,env_nt
GB3LKKR01A150I,gi|932473752|emb|CDZI01021837.1|,84.7,281.0,31.0,11.0,4.0,275.0,11374.0,11651.0,6.999999999999998e-69,270.0,276.0,20579.0,932473752.0,749906.0,,,99.0,"gut metagenome genome assembly P19E90-k21-2014-09-20, contig contig-10000037, whole genome shotgun sequence",1073,blastn,env_nt
GB3LKKR01A150I,gi|934954591|emb|CEAA01028090.1|,84.51,284.0,26.0,12.0,4.0,275.0,72744.0,72467.0,2.9999999999999997e-67,265.0,276.0,85872.0,934954591.0,749906.0,,,99.0,"gut metagenome genome assembly P25C90-k21-2014-09-20, contig contig-5000066, whole genome shotgun sequence",1073,blastn,env_nt
GB3LKKR01A150I,gi|933639471|emb|CECJ01006075.1|,84.15,284.0,27.0,12.0,4.0,275.0,49727.0,49450.0,1e-65,259.0,276.0,58942.0,933639471.0,749906.0,,,99.0,"gut metagenome genome assembly P8C0-k21-2014-09-20, contig contig-92000028, whole genome shotgun sequence",1073,blastn,env_nt
GB3LKKR01BCTJS,gi|557595202|gb|AVOA01007617.1|,85.42,96.0,13.0,1.0,1.0,96.0,542.0,448.0,9e-18,99.0,96.0,603.0,557595202.0,749906.0,,,100.0,"Gut metagenome Scaffold6187_1, whole genome shotgun sequence",113b,blastn,env_nt
GB3LKKR02F10X4,gi|557595202|gb|AVOA01007617.1|,87.36,87.0,11.0,0.0,1.0,87.0,545.0,459.0,3e-18,100.0,98.0,603.0,557595202.0,749906.0,,,89.0,"Gut metagenome Scaffold6187_1, whole genome shotgun sequence",113b,blastn,env_nt
GB3LKKR02HWM0Y,gi|557595202|gb|AVOA01007617.1|,84.69,98.0,14.0,1.0,1.0,98.0,545.0,449.0,3e-17,97.1,98.0,603.0,557595202.0,749906.0,,,100.0,"Gut metagenome Scaffold6187_1, whole genome shotgun sequence",113b,blastn,env_nt
GB3LKKR01DTQ2E,gi|406516806|gb|AJWZ01010372.1|,96.24,266.0,9.0,1.0,1.0,265.0,6503.0,6768.0,1.9999999999999995e-118,435.0,265.0,9102.0,406516806.0,408170.0,,,100.0,"Human gut metagenome sf_831, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR01DTQ2E,gi|917932145|emb|CDYY01010432.1|,87.6,258.0,31.0,1.0,6.0,262.0,17775.0,17518.0,2.9999999999999994e-77,298.0,265.0,124995.0,917932145.0,749906.0,,,97.0,"gut metagenome genome assembly P15E90-k21-2014-09-20, contig contig-4000025, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR01DTQ2E,gi|917932145|emb|CDYY01010432.1|,87.6,258.0,31.0,1.0,6.0,262.0,118901.0,118644.0,2.9999999999999994e-77,298.0,265.0,124995.0,917932145.0,749906.0,,,97.0,"gut metagenome genome assembly P15E90-k21-2014-09-20, contig contig-4000025, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR01DTQ2E,gi|934658382|emb|CDZU01019668.1|,86.31,263.0,35.0,1.0,1.0,262.0,15566.0,15828.0,1.9999999999999997e-73,285.0,265.0,101683.0,934658382.0,749906.0,,,99.0,"gut metagenome genome assembly P23C90-k21-2014-09-20, contig contig-56, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR01DTQ2E,gi|932185496|emb|CDZV01026756.1|,86.31,263.0,35.0,1.0,1.0,262.0,18634.0,18896.0,1.9999999999999997e-73,285.0,265.0,105259.0,932185496.0,749906.0,,,99.0,"gut metagenome genome assembly P23C7-k21-2014-09-20, contig contig-56, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR01DTQ2E,gi|935956721|emb|CEAF01061743.1|,85.93,263.0,36.0,1.0,1.0,262.0,8612.0,8874.0,9.999999999999997e-72,279.0,265.0,94312.0,935956721.0,749906.0,,,99.0,"gut metagenome genome assembly P38C0-k21-2014-09-20, contig contig-110, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR01DTQ2E,gi|935882234|emb|CEAH01064093.1|,85.93,263.0,36.0,1.0,1.0,262.0,8413.0,8675.0,9.999999999999997e-72,279.0,265.0,94160.0,935882234.0,749906.0,,,99.0,"gut metagenome genome assembly P38C7-k21-2014-09-20, contig contig-110, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR01DTQ2E,gi|935746954|emb|CDZT01056096.1|,85.93,263.0,36.0,1.0,1.0,262.0,12106.0,12368.0,9.999999999999997e-72,279.0,265.0,98649.0,935746954.0,749906.0,,,99.0,"gut metagenome genome assembly P23C0-k21-2014-09-20, contig contig-4000110, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR01DTQ2E,gi|932544844|emb|CEAG01020760.1|,85.93,263.0,36.0,1.0,1.0,262.0,8702.0,8964.0,9.999999999999997e-72,279.0,265.0,94943.0,932544844.0,749906.0,,,99.0,"gut metagenome genome assembly P38C90-k21-2014-09-20, contig contig-44, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR01DTQ2E,gi|936083882|emb|CDZH01023311.1|,82.1,257.0,45.0,1.0,7.0,262.0,15123.0,14867.0,2e-53,219.0,265.0,104595.0,936083882.0,749906.0,,,97.0,"gut metagenome genome assembly P19E0-k21-2014-09-20, contig contig-35, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR01DTQ2E,gi|935839928|emb|CDZG01031811.1|,82.1,257.0,45.0,1.0,7.0,262.0,1337.0,1081.0,2e-53,219.0,265.0,84098.0,935839928.0,749906.0,,,97.0,"gut metagenome genome assembly P19E7-k21-2014-09-20, contig contig-3000062, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR01DOG04,gi|935130283|emb|CECF01030953.1|,94.02,117.0,6.0,1.0,1.0,117.0,83257.0,83142.0,5e-41,176.0,117.0,94882.0,935130283.0,749906.0,,,100.0,"gut metagenome genome assembly P7C90-k21-2014-09-20, contig contig-11000057, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR01DOG04,gi|934828722|emb|CECA01039591.1|,94.02,117.0,6.0,1.0,1.0,117.0,83881.0,83766.0,5e-41,176.0,117.0,93695.0,934828722.0,749906.0,,,100.0,"gut metagenome genome assembly P7C0-k21-2014-09-20, contig contig-1000065, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR01DOG04,gi|934535465|emb|CEAR01048048.1|,94.02,117.0,6.0,1.0,1.0,117.0,93120.0,93005.0,5e-41,176.0,117.0,96514.0,934535465.0,749906.0,,,100.0,"gut metagenome genome assembly P7C7-k21-2014-09-20, contig contig-2000102, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR01DOG04,gi|406516806|gb|AJWZ01010372.1|,92.31,117.0,8.0,1.0,1.0,117.0,6503.0,6618.0,1e-37,165.0,117.0,9102.0,406516806.0,408170.0,,,100.0,"Human gut metagenome sf_831, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR01DOG04,gi|917932145|emb|CDYY01010432.1|,91.96,112.0,8.0,1.0,6.0,117.0,17775.0,17665.0,6.999999999999999e-35,156.0,117.0,124995.0,917932145.0,749906.0,,,96.0,"gut metagenome genome assembly P15E90-k21-2014-09-20, contig contig-4000025, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR01DOG04,gi|917932145|emb|CDYY01010432.1|,91.96,112.0,8.0,1.0,6.0,117.0,118901.0,118791.0,6.999999999999999e-35,156.0,117.0,124995.0,917932145.0,749906.0,,,96.0,"gut metagenome genome assembly P15E90-k21-2014-09-20, contig contig-4000025, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR01AL7BN,gi|406516806|gb|AJWZ01010372.1|,96.99,266.0,7.0,1.0,1.0,265.0,6503.0,6768.0,9.999999999999998e-122,446.0,265.0,9102.0,406516806.0,408170.0,,,100.0,"Human gut metagenome sf_831, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR01AL7BN,gi|935130283|emb|CECF01030953.1|,88.59,263.0,29.0,1.0,1.0,262.0,83257.0,82995.0,1.9999999999999997e-83,318.0,265.0,94882.0,935130283.0,749906.0,,,99.0,"gut metagenome genome assembly P7C90-k21-2014-09-20, contig contig-11000057, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR01AL7BN,gi|934828722|emb|CECA01039591.1|,88.59,263.0,29.0,1.0,1.0,262.0,83881.0,83619.0,1.9999999999999997e-83,318.0,265.0,93695.0,934828722.0,749906.0,,,99.0,"gut metagenome genome assembly P7C0-k21-2014-09-20, contig contig-1000065, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR01AL7BN,gi|934535465|emb|CEAR01048048.1|,88.59,263.0,29.0,1.0,1.0,262.0,93120.0,92858.0,1.9999999999999997e-83,318.0,265.0,96514.0,934535465.0,749906.0,,,99.0,"gut metagenome genome assembly P7C7-k21-2014-09-20, contig contig-2000102, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR01AL7BN,gi|917932145|emb|CDYY01010432.1|,87.26,259.0,30.0,3.0,6.0,262.0,17775.0,17518.0,1e-75,292.0,265.0,124995.0,917932145.0,749906.0,,,97.0,"gut metagenome genome assembly P15E90-k21-2014-09-20, contig contig-4000025, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR01AL7BN,gi|917932145|emb|CDYY01010432.1|,87.26,259.0,30.0,3.0,6.0,262.0,118901.0,118644.0,1e-75,292.0,265.0,124995.0,917932145.0,749906.0,,,97.0,"gut metagenome genome assembly P15E90-k21-2014-09-20, contig contig-4000025, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR01AL7BN,gi|934658382|emb|CDZU01019668.1|,86.31,263.0,35.0,1.0,1.0,262.0,15566.0,15828.0,1.9999999999999997e-73,285.0,265.0,101683.0,934658382.0,749906.0,,,99.0,"gut metagenome genome assembly P23C90-k21-2014-09-20, contig contig-56, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR01AL7BN,gi|932185496|emb|CDZV01026756.1|,86.31,263.0,35.0,1.0,1.0,262.0,18634.0,18896.0,1.9999999999999997e-73,285.0,265.0,105259.0,932185496.0,749906.0,,,99.0,"gut metagenome genome assembly P23C7-k21-2014-09-20, contig contig-56, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR01AL7BN,gi|935956721|emb|CEAF01061743.1|,85.93,263.0,36.0,1.0,1.0,262.0,8612.0,8874.0,9.999999999999997e-72,279.0,265.0,94312.0,935956721.0,749906.0,,,99.0,"gut metagenome genome assembly P38C0-k21-2014-09-20, contig contig-110, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR01AL7BN,gi|935882234|emb|CEAH01064093.1|,85.93,263.0,36.0,1.0,1.0,262.0,8413.0,8675.0,9.999999999999997e-72,279.0,265.0,94160.0,935882234.0,749906.0,,,99.0,"gut metagenome genome assembly P38C7-k21-2014-09-20, contig contig-110, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR01AL7BN,gi|935746954|emb|CDZT01056096.1|,85.93,263.0,36.0,1.0,1.0,262.0,12106.0,12368.0,9.999999999999997e-72,279.0,265.0,98649.0,935746954.0,749906.0,,,99.0,"gut metagenome genome assembly P23C0-k21-2014-09-20, contig contig-4000110, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR02FUFQQ,gi|406516806|gb|AJWZ01010372.1|,97.37,266.0,7.0,0.0,1.0,266.0,6503.0,6768.0,5.999999999999998e-124,453.0,266.0,9102.0,406516806.0,408170.0,,,100.0,"Human gut metagenome sf_831, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR02FUFQQ,gi|935130283|emb|CECF01030953.1|,88.59,263.0,30.0,0.0,1.0,263.0,83257.0,82995.0,5.999999999999998e-84,320.0,266.0,94882.0,935130283.0,749906.0,,,99.0,"gut metagenome genome assembly P7C90-k21-2014-09-20, contig contig-11000057, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR02FUFQQ,gi|934828722|emb|CECA01039591.1|,88.59,263.0,30.0,0.0,1.0,263.0,83881.0,83619.0,5.999999999999998e-84,320.0,266.0,93695.0,934828722.0,749906.0,,,99.0,"gut metagenome genome assembly P7C0-k21-2014-09-20, contig contig-1000065, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR02FUFQQ,gi|934535465|emb|CEAR01048048.1|,88.59,263.0,30.0,0.0,1.0,263.0,93120.0,92858.0,5.999999999999998e-84,320.0,266.0,96514.0,934535465.0,749906.0,,,99.0,"gut metagenome genome assembly P7C7-k21-2014-09-20, contig contig-2000102, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR02FUFQQ,gi|917932145|emb|CDYY01010432.1|,87.64,259.0,30.0,2.0,6.0,263.0,17775.0,17518.0,7.999999999999999e-78,300.0,266.0,124995.0,917932145.0,749906.0,,,97.0,"gut metagenome genome assembly P15E90-k21-2014-09-20, contig contig-4000025, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR02FUFQQ,gi|917932145|emb|CDYY01010432.1|,87.64,259.0,30.0,2.0,6.0,263.0,118901.0,118644.0,7.999999999999999e-78,300.0,266.0,124995.0,917932145.0,749906.0,,,97.0,"gut metagenome genome assembly P15E90-k21-2014-09-20, contig contig-4000025, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR02FUFQQ,gi|934658382|emb|CDZU01019668.1|,86.69,263.0,35.0,0.0,1.0,263.0,15566.0,15828.0,1e-75,292.0,266.0,101683.0,934658382.0,749906.0,,,99.0,"gut metagenome genome assembly P23C90-k21-2014-09-20, contig contig-56, whole genome shotgun sequence",1217,blastn,env_nt
GB3LKKR02FUFQQ,gi|932185496|emb|CDZV01026756.1|,86.69,263.0,35.0,0.0,1.0,263.0,18634.0,18896.0,1e-75,292.0,266.0,105259.0,932185496.0,749906.0,,,99.0,"gut metagenome genome assembly P23C7-k21-2014-09-20, contig contig-56, whole genome shotgun sequence",1217,blastn,env_nt
